Label,Date,Value
Gross negative fair value,2010-12-31,163788000000.0
Gross negative fair value,2011-03-31,157886000000.0
Gross negative fair value,2011-06-30,151928000000.0
Gross negative fair value,2011-09-30,213396000000.0
Gross negative fair value,2011-12-31,165646000000.0
Gross negative fair value,2012-03-31,152611000000.0
Gross negative fair value,2012-06-30,144673000000.0
Gross negative fair value,2012-09-30,167252000000.0
Gross negative fair value,2012-12-31,158828000000.0
Gross negative fair value,2013-03-31,153034000000.0
Gross negative fair value,2013-06-30,158750000000.0
Gross negative fair value,2013-09-30,147124000000.0
Gross negative fair value,2013-12-31,158989000000.0
Gross negative fair value,2014-03-31,127145000000.0
Gross negative fair value,2014-06-30,113720000000.0
Gross negative fair value,2014-09-30,207346000000.0
Gross negative fair value,2014-12-31,225350000000.0
Gross negative fair value,2015-03-31,243560000000.0
Gross negative fair value,2015-06-30,190884000000.0
Gross negative fair value,2015-09-30,204287000000.0
Gross negative fair value,2015-12-31,190657000000.0
Gross negative fair value,2016-03-31,215390000000.0
Gross negative fair value,2016-06-30,229972000000.0
Gross negative fair value,2016-09-30,164594000000.0
Gross negative fair value,2016-12-31,233797000000.0
Gross negative fair value,2017-03-31,167884000000.0
Gross negative fair value,2017-06-30,177203000000.0
Gross negative fair value,2017-09-30,163153000000.0
Gross negative fair value,2017-12-31,155135000000.0
Gross negative fair value,2018-03-31,152442000000.0
Gross negative fair value,2018-06-30,185538000000.0
Gross negative fair value,2018-09-30,175982000000.0
Gross negative fair value,2018-12-31,164691000000.0
Gross negative fair value,2019-03-31,148124000000.0
Gross negative fair value,2019-06-30,148962000000.0
Gross negative fair value,2019-09-30,166984000000.0
Gross negative fair value,2019-12-31,147178000000.0
Gross negative fair value,2020-03-31,258003000000.0
Gross negative fair value,2020-06-30,180812000000.0
Gross negative fair value,2020-09-30,168995000000.0
Gross negative fair value,2020-12-31,216488000000.0
Gross negative fair value,2021-03-31,185539000000.0
Gross negative fair value,2021-06-30,156972000000.0
Gross negative fair value,2021-09-30,162148000000.0
Gross negative fair value,2021-12-31,176552000000.0
Gross negative fair value,2022-03-31,207744000000.0
Gross negative fair value,2022-06-30,259503000000.0
Gross negative fair value,2022-09-30,348824000000.0
Gross negative fair value,2022-12-31,249001000000.0
Gross negative fair value,2023-03-31,189532000000.0
Gross negative fair value,2020-03-31,103428000000.0
Gross negative fair value,2020-12-31,87427000000.0
Gross negative fair value,2021-03-31,84657000000.0
Gross negative fair value,2021-06-30,80328000000.0
Gross negative fair value,2008-06-30,86983000000.0
Gross negative fair value,2022-03-31,80211000000.0
Gross negative fair value,2007-12-31,101764000000.0
Gross negative fair value,2008-03-31,216791000000.0
Gross negative fair value,2008-06-30,187093000000.0
Gross negative fair value,2008-09-30,303297000000.0
Gross negative fair value,2008-12-31,496656000000.0
Gross negative fair value,2009-03-31,477998000000.0
Gross negative fair value,2009-06-30,249328000000.0
Gross negative fair value,2009-09-30,142851000000.0
Gross negative fair value,2009-12-31,107416000000.0
Gross negative fair value,2010-03-31,90788000000.0
Gross negative fair value,2010-06-30,114700000000.0
Gross negative fair value,2010-09-30,91027000000.0
Gross negative fair value,2011-09-30,170703000000.0
Gross negative fair value,2011-12-31,144056000000.0
Gross negative fair value,2012-03-31,92741000000.0
Gross negative fair value,2012-06-30,109642000000.0
Spot foreign exchange contracts,2001-12-31,12659000000.0
Spot foreign exchange contracts,2002-03-31,23893000000.0
Spot foreign exchange contracts,2002-12-31,19880000000.0
Spot foreign exchange contracts,2003-12-31,21915000000.0
Spot foreign exchange contracts,2004-12-31,67608000000.0
Spot foreign exchange contracts,2006-03-31,279618000000.0
Spot foreign exchange contracts,2006-06-30,318820000000.0
Spot foreign exchange contracts,2007-09-30,295174000000.0
Spot foreign exchange contracts,2007-12-31,40312000000.0
Spot foreign exchange contracts,2008-06-30,342892000000.0
Spot foreign exchange contracts,2008-12-31,388874000000.0
Spot foreign exchange contracts,2009-09-30,1061922000000.0
Spot foreign exchange contracts,2012-12-31,40134000000.0
Spot foreign exchange contracts,2015-12-31,90307000000.0
Spot foreign exchange contracts,2021-09-30,971614000000.0
Spot foreign exchange contracts,2022-03-31,912918000000.0
Spot foreign exchange contracts,2022-09-30,1083148000000.0
Spot foreign exchange contracts,2023-03-31,853502000000.0
Fair value,2008-06-30,4000000.0
Fair value,2012-03-31,432000000.0
Fair value,2013-03-31,342000000.0
Fair value,2013-06-30,346000000.0
Fair value,2013-09-30,293000000.0
Fair value,2014-03-31,225000000.0
Fair value,2014-06-30,292000000.0
Fair value,2014-09-30,284000000.0
Fair value,2014-12-31,220000000.0
Fair value,2015-03-31,205000000.0
Fair value,2015-06-30,160000000.0
Fair value,2015-09-30,147000000.0
Fair value,2015-12-31,161000000.0
Fair value,2016-06-30,469000000.0
Fair value,2017-09-30,676000000.0
Fair value,2017-12-31,701000000.0
Fair value,2018-03-31,782000000.0
Fair value,2018-06-30,482000000.0
Fair value,2018-09-30,509000000.0
Fair value,2019-03-31,610000000.0
Fair value,2019-06-30,594000000.0
Fair value,2019-09-30,657000000.0
Fair value,2019-12-31,617000000.0
Fair value,2020-03-31,601000000.0
Fair value,2020-06-30,640000000.0
Fair value,2020-12-31,441000000.0
Fair value,2021-09-30,573000000.0
Fair value,2022-06-30,232000000.0
Fair value,2022-12-31,257000000.0
Fair value,2023-03-31,274000000.0
LESS: Excess allowance for loan and lease losses,2008-12-31,3020000000.0
LESS: Excess allowance for loan and lease losses,2009-03-31,6655000000.0
LESS: Excess allowance for loan and lease losses,2009-09-30,10207000000.0
LESS: Excess allowance for loan and lease losses,2009-12-31,11835000000.0
LESS: Excess allowance for loan and lease losses,2010-03-31,12401000000.0
LESS: Excess allowance for loan and lease losses,2010-06-30,11573000000.0
LESS: Excess allowance for loan and lease losses,2010-09-30,10910000000.0
LESS: Excess allowance for loan and lease losses,2010-12-31,10896000000.0
LESS: Excess allowance for loan and lease losses,2012-03-31,7048000000.0
LESS: Excess allowance for loan and lease losses,2012-06-30,5521000000.0
LESS: Excess allowance for loan and lease losses,2012-09-30,4797000000.0
LESS: Excess allowance for loan and lease losses,2012-12-31,4069000000.0
LESS: Excess allowance for loan and lease losses,2013-06-30,820000000.0
LESS: Excess allowance for loan and lease losses,2020-03-31,1218000000.0
LESS: Excess allowance for loan and lease losses,2020-09-30,8343000000.0
LESS: Excess allowance for loan and lease losses,2020-12-31,5888000000.0
LESS: Excess allowance for loan and lease losses,2021-03-31,2162000000.0
LESS: Excess allowance for loan and lease losses,2022-12-31,351000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2003-12-31,46166000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2004-03-31,42359000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2004-06-30,45633000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2004-09-30,54322000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2007-03-31,76316000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2020-03-31,166502000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2020-06-30,159741000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2020-09-30,165809000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2020-12-31,209507000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2021-03-31,207657000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2021-06-30,220240000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2021-09-30,207660000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2021-12-31,220898000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2022-03-31,220199000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2022-06-30,225358000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2022-09-30,222744000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2022-12-31,223436000000.0
"Loans and leases (reported in Schedule RC-C, part I, items 1 through 10, column A) with a REMAINING MATURITY of one year or less (excluding those in nonaccrual status)",2023-03-31,224973000000.0
